Location,Distance from Junction,Size of House,Number of Rooms,Distance from Metro,Furnished,Parking,Water & Electricity,Rent
Kengeri,5623.783803844021,472,5,3328.626606455645,Not furnished,Yes,Yes,18711.0
Yelahanka,6708.2668077593535,363,1,272.9779320972647,Furnished,Yes,No,23285.0
Silk Board,7030.9390375943285,470,1,3293.75085533113,Furnished,Yes,Yes,33465.0
Electronic City,2914.841368425365,593,2,1773.7582199116769,Furnished,No,Yes,30766.0
Electronic City,4703.715673848666,664,3,4630.197795412494,Furnished,No,Yes,29317.0
Majestic,9562.459558696672,329,1,4244.4366479295295,Furnished,Yes,Yes,28833.0
Kengeri,7667.052379968149,430,3,1997.5312423879304,Semi-furnished,Yes,No,18375.0
Majestic,9695.568752231853,326,4,4964.459217589263,Furnished,Yes,Yes,21092.0
Majestic,7462.543451462883,502,2,259.7187632812359,Furnished,Yes,Yes,29593.0
K.R Puram,1756.001397085174,472,5,3943.1611003209537,Furnished,No,Yes,24444.0
Majestic,645.3588384467623,250,1,2169.182620136813,Furnished,Yes,Yes,19866.0
K.R Puram,5776.6143671966365,272,3,2166.525722937927,Furnished,Yes,Yes,20014.0
Electronic City,3578.1327970260954,557,1,850.6689907267134,Not furnished,Yes,Yes,33217.0
Electronic City,2754.5791013817025,267,2,2574.3995998613045,Furnished,Yes,Yes,22289.0
Majestic,8072.109964254175,333,5,423.5924844004263,Furnished,Yes,No,25661.0
Electronic City,3669.9326708194735,451,4,3082.8858950018866,Furnished,Yes,Yes,25711.0
Kengeri,3170.009697343039,325,4,1207.9522042694364,Furnished,Yes,Yes,20510.0
K.R Puram,8499.875931690103,580,3,3624.2902288468504,Furnished,Yes,Yes,26612.0
K.R Puram,8462.873364864601,504,4,3036.8075912828635,Furnished,Yes,Yes,29239.0
Majestic,3563.6663775505663,217,3,3732.0250437572295,Furnished,Yes,No,19147.0
Electronic City,8324.987009859662,262,5,3748.710351171056,Furnished,Yes,No,18887.0
Silk Board,8507.784903326605,438,1,983.545226102206,Furnished,Yes,No,37717.0
K.R Puram,4239.305350296662,342,2,3.373647432980409,Furnished,Yes,No,30680.0
Majestic,664.7313020917156,200,5,1828.806296963688,Furnished,Yes,Yes,18302.0
Majestic,15.846444663401016,204,5,4595.346078982545,Furnished,No,Yes,35992.0
Kengeri,5232.92462888995,385,4,2889.496923179171,Semi-furnished,Yes,Yes,23210.0
Yelahanka,3440.754933703557,483,4,3637.5100281250843,Furnished,Yes,Yes,27047.0
Yelahanka,9971.31894158366,485,2,4397.851687617765,Not furnished,Yes,Yes,27781.0
K.R Puram,7724.109996272842,644,1,4530.291238623486,Furnished,Yes,Yes,20090.0
Kengeri,7612.754563504125,246,5,2645.125786547136,Furnished,Yes,Yes,22444.0
Kengeri,9552.427682873436,253,4,2704.7104245602754,Furnished,No,Yes,10053.0
Kengeri,8877.243978933207,346,5,4254.694206165582,Furnished,Yes,Yes,14386.0
K.R Puram,3181.874794563887,200,1,4037.4271764500686,Furnished,Yes,Yes,21779.0
Yelahanka,1659.8722160387636,349,3,3494.292999527227,Furnished,Yes,Yes,23117.0
Kengeri,7458.922650654822,320,1,3022.3214705815326,Furnished,Yes,No,21514.0
Electronic City,3782.73893682873,468,5,3086.075512892801,Furnished,No,Yes,33989.0
Majestic,4731.726516309564,494,5,1814.5567231169257,Not furnished,No,No,18319.0
Majestic,6303.977312748269,403,2,4204.588737008456,Furnished,Yes,Yes,18512.0
Silk Board,9078.726769352406,350,5,3088.898525436304,Furnished,Yes,Yes,19679.0
Silk Board,4190.87753670966,404,4,1117.640311207655,Semi-furnished,No,Yes,20825.0
K.R Puram,7833.168902193614,231,2,1199.2163925476918,Furnished,Yes,Yes,23112.0
K.R Puram,2683.3979127465745,337,5,4308.015068866148,Semi-furnished,Yes,No,20102.0
Majestic,6979.717909236136,352,1,3128.537728182944,Furnished,Yes,Yes,31567.0
Electronic City,15.79421077911869,338,5,1993.520642139659,Furnished,Yes,Yes,28282.0
Yelahanka,8715.072134906348,324,1,935.5037961764378,Furnished,Yes,Yes,25689.0
Yelahanka,303.79579954462497,256,1,3051.0798662260086,Furnished,No,Yes,29838.0
K.R Puram,7127.537547625841,200,5,921.5519000975253,Furnished,Yes,Yes,17865.0
Electronic City,462.5818926128389,319,1,2350.8351560915053,Furnished,Yes,Yes,21686.0
K.R Puram,2662.4569939400344,439,3,3387.5526712061815,Furnished,No,Yes,18861.0
Yelahanka,4972.0240355655305,200,2,2827.077171605604,Semi-furnished,Yes,Yes,23423.0
K.R Puram,4199.386853482382,275,5,4610.499500631341,Not furnished,Yes,Yes,15892.0
Kengeri,1918.3611460101058,660,3,198.60600925884486,Furnished,Yes,Yes,17841.0
K.R Puram,3338.1491170923737,321,1,1398.974379257014,Furnished,Yes,Yes,21923.0
Majestic,7277.06370060967,372,1,285.4305061899054,Furnished,Yes,Yes,31753.0
K.R Puram,6692.570925796483,625,2,973.0211501074975,Semi-furnished,Yes,Yes,24450.0
Majestic,718.145837639157,397,3,619.9166792276534,Not furnished,Yes,Yes,20783.0
Electronic City,7473.158255728863,401,3,3663.308135101157,Furnished,Yes,Yes,19629.0
Yelahanka,530.4588119702836,213,5,1846.87970647199,Furnished,Yes,Yes,16993.0
Silk Board,5429.263890997844,396,1,4625.221356015103,Furnished,Yes,No,23216.0
Silk Board,2600.6274804219065,347,4,116.88860846035266,Furnished,Yes,Yes,29013.0
Yelahanka,5876.9012755981885,488,5,3264.6209247208903,Furnished,No,Yes,14750.0
Silk Board,2613.2839594090183,541,5,4852.724001327441,Furnished,Yes,Yes,23632.0
K.R Puram,9849.57969625831,354,5,879.1935990500932,Furnished,Yes,Yes,25805.0
Electronic City,3097.2818372753186,407,2,2212.1611514279093,Furnished,Yes,No,23749.0
Electronic City,2419.60635674496,200,2,3509.4494558513707,Semi-furnished,Yes,No,34080.0
Yelahanka,2784.65290915346,200,5,3165.689996615839,Furnished,Yes,Yes,16471.0
Silk Board,8964.728572592954,513,4,2830.135652828354,Furnished,Yes,No,24513.0
K.R Puram,6362.1882866934475,200,3,1633.7806352720258,Semi-furnished,Yes,Yes,28864.0
Electronic City,7306.840974207765,399,3,3640.999767664506,Not furnished,Yes,No,19319.0
Electronic City,9180.105100943505,323,1,3266.2763853416814,Furnished,Yes,Yes,23604.0
Kengeri,9118.724848450074,534,3,814.0014272187574,Furnished,Yes,Yes,16805.0
Kengeri,7389.458465787276,344,3,4820.453656528481,Furnished,Yes,No,23608.0
Electronic City,1978.244288413229,620,4,2778.3645447005974,Furnished,Yes,Yes,26108.0
Yelahanka,8433.733206750056,319,3,2627.3080051795077,Furnished,Yes,Yes,26427.0
Majestic,2037.7603419106372,521,4,4241.183387937348,Furnished,Yes,Yes,26890.0
Majestic,7428.988140984319,200,2,3202.0675531448833,Furnished,Yes,No,21916.0
K.R Puram,6856.030665448743,200,4,372.3964330318763,Furnished,No,Yes,24545.0
Electronic City,7588.888501404466,345,2,2532.9468689512996,Furnished,Yes,Yes,31659.0
Electronic City,5326.856807138157,200,4,3902.9824644700666,Furnished,Yes,Yes,19043.0
Electronic City,6387.261822492196,341,5,3499.9006008844563,Furnished,Yes,Yes,18286.0
Yelahanka,9533.200804342554,288,2,4853.843620713734,Furnished,No,Yes,17385.0
Kengeri,1010.8859417421489,440,2,124.5813984296551,Furnished,No,Yes,13830.0
Electronic City,3088.4727478162,200,3,1306.0947832020092,Semi-furnished,Yes,Yes,17200.0
Electronic City,6113.570130983824,413,2,2745.7822814121273,Furnished,Yes,Yes,29232.0
Silk Board,9640.541301314894,479,4,3097.448995103746,Furnished,No,Yes,30780.0
Yelahanka,955.7444766260114,319,5,1371.7799295387206,Not furnished,Yes,Yes,21444.0
K.R Puram,225.49221530086427,421,5,4134.00833187932,Furnished,No,Yes,29242.0
Electronic City,557.4959847032801,203,3,821.7389645800644,Furnished,Yes,No,26167.0
Silk Board,524.0568646119881,292,4,4.24554810859068,Furnished,Yes,Yes,30557.0
Majestic,9078.158577774044,200,4,4761.956991880648,Furnished,No,Yes,20816.0
K.R Puram,7212.5790793382475,700,1,1957.7839721504986,Furnished,Yes,Yes,30791.0
Electronic City,6771.063661962783,534,2,4787.449004780468,Furnished,Yes,Yes,21846.0
Electronic City,5225.728202618096,599,3,1389.6580017261201,Furnished,No,No,16544.0
Silk Board,7819.526169721519,532,5,317.2431756561295,Semi-furnished,No,Yes,22149.0
Yelahanka,1556.479927615908,250,1,3862.5980227651157,Furnished,Yes,Yes,15216.0
Electronic City,3919.411897884374,200,4,4179.097659128492,Furnished,Yes,No,17304.0
Majestic,4900.042507643435,286,2,2460.4344942381795,Furnished,Yes,No,17716.0
Electronic City,1104.0949767672626,421,5,369.2517008893231,Not furnished,Yes,Yes,34152.0
Majestic,4195.13709337517,306,1,3270.6703748666887,Furnished,Yes,Yes,29700.0
K.R Puram,3165.0177926262036,200,4,910.7198723757864,Furnished,Yes,Yes,28037.0
K.R Puram,355.8214579346264,462,5,4246.907740781421,Furnished,Yes,Yes,28027.0
Kengeri,1367.3540272923524,200,5,1370.1155977109559,Furnished,Yes,Yes,20563.0
Kengeri,7640.368231674718,286,4,4238.531951569638,Furnished,Yes,Yes,13845.0
Majestic,180.37909504644455,611,4,2134.622709467597,Furnished,Yes,Yes,19783.0
Yelahanka,9342.532990963611,357,3,2982.439196240753,Furnished,Yes,Yes,11808.0
Electronic City,864.2463244723741,511,5,3947.812584104832,Furnished,Yes,Yes,32264.0
Electronic City,7992.3809420345815,402,4,202.19621491465668,Furnished,Yes,No,24041.0
Kengeri,8986.165409434707,200,1,4105.830030948924,Semi-furnished,Yes,No,19787.0
Majestic,9411.35584850447,459,2,693.240208827488,Furnished,Yes,Yes,29592.0
Electronic City,8674.770234959726,340,3,1792.0917760149325,Semi-furnished,Yes,Yes,31496.0
Electronic City,2875.500394254432,200,4,2363.9051505553157,Furnished,Yes,No,17889.0
Yelahanka,3330.87131338477,200,2,4477.132918343143,Furnished,Yes,Yes,12636.0
Silk Board,4265.456986100759,407,3,112.20313947795546,Furnished,Yes,Yes,33375.0
Kengeri,1392.9668940710083,671,5,2796.013041483927,Furnished,Yes,Yes,20238.0
Kengeri,222.72455067223862,200,2,3212.612500311973,Furnished,Yes,Yes,12064.0
Silk Board,8691.216142810346,206,3,1582.9115454953674,Furnished,Yes,Yes,20464.0
Electronic City,5541.287162104563,409,4,1452.4338565472988,Furnished,Yes,Yes,25452.0
Yelahanka,6087.229421782164,200,4,2452.345792552338,Furnished,No,No,14193.0
Yelahanka,9269.884748177954,703,3,935.5020893233628,Furnished,No,No,12591.0
Kengeri,6651.201781136157,220,5,2340.594648024796,Furnished,Yes,Yes,20439.0
Yelahanka,6908.535043398134,275,3,3825.126617450737,Furnished,Yes,Yes,23742.0
K.R Puram,7869.686484367422,229,1,4226.977520802574,Furnished,Yes,Yes,21199.0
Silk Board,1163.4844985740378,490,3,1925.8069244945036,Furnished,Yes,Yes,29089.0
Electronic City,3601.6215321379154,674,3,3086.5085657184277,Furnished,No,Yes,16392.0
K.R Puram,9682.079277033663,244,4,0.10258980447486188,Furnished,Yes,No,25884.0
Silk Board,9229.300781006066,479,5,2751.7624183572616,Furnished,Yes,No,37980.0
Majestic,8840.752963101848,200,3,4876.181526962449,Furnished,No,Yes,34312.0
Kengeri,4520.8851033897245,493,2,1561.325135806057,Furnished,Yes,No,24105.0
Yelahanka,8571.929535868057,613,4,2973.8806210462303,Furnished,Yes,Yes,28578.0
Majestic,483.9588194576561,567,4,3811.418288228065,Furnished,Yes,No,23700.0
Yelahanka,1485.1742425711745,369,3,3044.6651049482134,Furnished,Yes,No,24870.0
K.R Puram,4139.676984840541,200,2,2092.499852334197,Furnished,Yes,No,23167.0
Electronic City,4833.920666821265,350,3,762.877866547657,Furnished,Yes,Yes,27008.0
Electronic City,2635.0715352085685,303,2,2318.506987291154,Furnished,No,No,19587.0
Electronic City,3564.7667084778745,282,4,1473.921045892958,Furnished,Yes,Yes,22787.0
Yelahanka,1627.7610102536878,380,2,3479.6014438064876,Furnished,Yes,Yes,18717.0
Majestic,4891.340317159072,340,3,2209.5638385723832,Furnished,No,Yes,22355.0
Electronic City,7938.432928678612,456,1,4249.398823036608,Furnished,Yes,Yes,14795.0
Majestic,6613.603936613057,457,1,966.612184465882,Furnished,Yes,Yes,23101.0
Yelahanka,1077.9224736554127,340,2,2088.600610267868,Not furnished,Yes,Yes,14810.0
K.R Puram,4875.81603396716,414,3,2787.524881974041,Furnished,Yes,No,19765.0
Majestic,6976.463827797249,548,5,630.0733801414759,Furnished,Yes,No,30656.0
K.R Puram,5298.952965539412,270,1,2939.5503891724443,Semi-furnished,Yes,Yes,28159.0
Yelahanka,3916.7559653554895,352,4,1454.6070266378802,Furnished,Yes,No,20165.0
Yelahanka,6219.144212838782,200,3,1147.6859007432977,Not furnished,Yes,No,19551.0
Kengeri,9686.386653002755,421,3,709.5536986467238,Furnished,Yes,Yes,22083.0
Yelahanka,949.0790976607799,379,1,1749.4096281675559,Furnished,Yes,Yes,18712.0
Yelahanka,3900.160607475607,419,5,4644.912075971033,Furnished,Yes,Yes,23490.0
Silk Board,4066.0585304609563,201,4,155.02929665529243,Furnished,Yes,Yes,20220.0
Electronic City,5769.67310468371,464,5,4260.781041539696,Not furnished,No,Yes,23299.0
Kengeri,1521.746018819179,365,4,1986.8044889257042,Semi-furnished,Yes,Yes,20287.0
Kengeri,1766.4302987046954,504,1,2808.008193631923,Furnished,Yes,No,20353.0
Kengeri,2853.6138599785468,284,3,2564.0614846268577,Furnished,Yes,Yes,13653.0
Silk Board,9558.700432685195,452,4,4628.7013080361685,Semi-furnished,Yes,Yes,32743.0
K.R Puram,7341.085812309027,416,3,3850.6463460285677,Furnished,Yes,Yes,27877.0
Yelahanka,6616.933016915032,578,2,4924.117676639746,Furnished,Yes,Yes,18320.0
Electronic City,8169.576873942622,332,2,3972.149758108487,Semi-furnished,No,Yes,26309.0
Majestic,1275.7646891669294,266,1,1479.4424710334365,Semi-furnished,Yes,Yes,22916.0
K.R Puram,8593.328197237517,275,1,4814.41839679657,Furnished,Yes,No,20726.0
Yelahanka,5948.32713887504,200,1,4917.828954039617,Furnished,Yes,Yes,20409.0
Silk Board,3353.2900745893544,274,2,615.4685180834973,Not furnished,No,Yes,35741.0
Yelahanka,8158.552557456904,200,4,4505.220918914885,Furnished,Yes,Yes,14652.0
Yelahanka,8025.645343486241,555,5,3321.010914465811,Furnished,No,Yes,24683.0
Silk Board,8457.085817167272,640,1,4609.968850165569,Furnished,Yes,No,25994.0
Kengeri,1155.1790010698214,327,5,4578.695101094934,Not furnished,Yes,Yes,11030.0
Kengeri,9693.61244995776,415,5,4456.865155936084,Furnished,No,No,17451.0
Electronic City,9596.261537897311,374,2,4426.3779684118945,Furnished,Yes,Yes,29013.0
Electronic City,3574.6964550174152,200,4,588.2311949660929,Furnished,No,No,24494.0
Kengeri,658.9401821191965,503,2,717.57854139131,Furnished,Yes,Yes,24583.0
K.R Puram,1670.5566946878569,526,1,588.8970968848333,Not furnished,Yes,Yes,29308.0
Majestic,9928.30825444697,200,2,455.1454440014263,Not furnished,Yes,Yes,21479.0
Yelahanka,5630.12943171663,399,2,1766.4264253699419,Furnished,Yes,Yes,11601.0
Majestic,3566.2179882605205,310,2,3419.792071623211,Furnished,Yes,Yes,35935.0
Yelahanka,2882.0269385003885,528,1,1773.4630653629247,Furnished,Yes,Yes,21031.0
Kengeri,2569.9173531094752,337,1,3601.501666375474,Furnished,Yes,Yes,24543.0
Electronic City,6641.527650544821,341,2,4101.415625101014,Semi-furnished,Yes,Yes,29671.0
K.R Puram,4193.878315196859,623,2,3331.073700732085,Furnished,No,Yes,25529.0
Electronic City,9654.106993686115,200,5,2325.5236314148437,Furnished,Yes,Yes,14593.0
Majestic,6838.430306453614,387,4,1477.5871979547844,Furnished,Yes,Yes,30799.0
Electronic City,7920.445910489612,363,5,622.0168122761544,Furnished,Yes,Yes,29021.0
Kengeri,2927.415485831599,259,4,2468.259139556919,Furnished,No,Yes,18606.0
K.R Puram,791.8640910862584,655,4,3597.994766849487,Furnished,Yes,Yes,31834.0
Majestic,4878.228373818811,400,2,2741.2160575202415,Furnished,Yes,Yes,31753.0
K.R Puram,3145.8154654622726,450,5,3607.409596452314,Furnished,Yes,Yes,31338.0
Yelahanka,2020.8316500792366,472,4,1676.0983617175034,Furnished,No,Yes,20437.0
Electronic City,9526.421308008614,301,4,333.9803152767401,Not furnished,Yes,Yes,28507.0
K.R Puram,4439.882143420303,536,1,3855.4896301628833,Furnished,Yes,Yes,31519.0
Silk Board,1747.0859204878564,506,4,1098.6205591477799,Semi-furnished,Yes,Yes,35360.0
Electronic City,1986.5065268113913,331,2,3081.4253011801197,Furnished,Yes,Yes,19324.0
Yelahanka,2807.09742464594,490,3,4021.463722773666,Furnished,Yes,Yes,20813.0
K.R Puram,9993.162681897127,535,1,695.5500092233835,Furnished,Yes,No,19378.0
Majestic,2680.115005195973,469,3,2992.473550066379,Furnished,Yes,No,26179.0
Yelahanka,3288.0180457845363,224,2,3446.871809200469,Furnished,Yes,Yes,16758.0
Silk Board,6593.281279840015,336,3,3732.6543340946223,Furnished,No,Yes,21415.0
K.R Puram,2939.6137641029827,421,4,738.333055707438,Furnished,Yes,Yes,30385.0
Kengeri,2158.0425105969334,387,3,4125.580809896857,Not furnished,Yes,Yes,12948.0
Electronic City,1586.371866495987,238,5,470.7428307523498,Furnished,Yes,Yes,18920.0
Majestic,3126.826650277922,307,2,2597.9173407840367,Furnished,No,Yes,25434.0
Kengeri,1059.1568962877352,402,5,2217.0634809893995,Furnished,Yes,Yes,19149.0
K.R Puram,186.46586414782894,200,3,1108.8303711777664,Furnished,No,Yes,23168.0
K.R Puram,8046.4169733467725,352,5,1509.653707236196,Furnished,Yes,Yes,29547.0
Yelahanka,1378.9494241457655,454,1,822.1789164445092,Semi-furnished,Yes,Yes,26612.0
K.R Puram,7759.768498152423,392,3,2128.630974106267,Furnished,Yes,Yes,16271.0
Majestic,7975.424789866597,221,5,177.5546378528009,Semi-furnished,No,Yes,22734.0
Kengeri,5379.195263292431,247,4,4444.576376480777,Furnished,No,Yes,22991.0
Majestic,3096.8195831295143,573,3,817.4366751829765,Furnished,No,Yes,28139.0
Silk Board,1450.3273374988846,209,1,4430.088782279743,Furnished,Yes,Yes,22817.0
Silk Board,7368.051067209991,527,4,4317.887000670016,Furnished,Yes,No,33684.0
Electronic City,6013.86985981786,256,3,2258.3860357884337,Not furnished,Yes,Yes,24745.0
Electronic City,6554.534564935641,519,4,2488.6285610754617,Semi-furnished,Yes,Yes,23954.0
Silk Board,86.69089845131039,431,3,1509.567702672407,Furnished,Yes,No,20331.0
K.R Puram,9275.170157078246,297,3,4984.372999877651,Not furnished,Yes,Yes,24190.0
Majestic,662.9018744655024,200,2,3353.8609529511173,Furnished,Yes,Yes,34181.0
Silk Board,3668.058851400057,409,5,4759.041429677761,Furnished,Yes,Yes,20709.0
Electronic City,4027.1164965170024,377,3,2073.9842219408906,Semi-furnished,Yes,Yes,20993.0
Silk Board,13.555244979488457,412,1,4415.082897163932,Furnished,No,Yes,38185.0
K.R Puram,4970.893093507971,430,5,2241.173166085335,Furnished,Yes,Yes,21241.0
Silk Board,7528.0899451100995,200,2,4334.144360506562,Furnished,No,Yes,24267.0
Majestic,8232.686531147721,408,5,654.6327974742983,Furnished,Yes,Yes,17749.0
Kengeri,8793.969933058845,461,5,3184.2721338425454,Furnished,Yes,Yes,9509.0
K.R Puram,4877.188683153695,459,3,3393.5175741957337,Furnished,No,No,31591.0
Electronic City,6306.361905296505,200,1,3280.853486432137,Furnished,Yes,No,19963.0
Majestic,795.1971329649876,523,3,2235.138090196718,Furnished,Yes,Yes,26438.0
Silk Board,4880.382242817499,414,1,3419.5805501539794,Furnished,Yes,Yes,36071.0
Silk Board,1548.1575487173527,433,1,1197.3155040829652,Semi-furnished,Yes,No,37516.0
Kengeri,3696.4311762252146,215,4,2979.242972485431,Furnished,Yes,Yes,21983.0
Electronic City,3293.053128645993,463,3,2771.174622246646,Furnished,Yes,Yes,18355.0
Electronic City,4235.405772415082,200,2,1591.6976106521347,Furnished,No,Yes,30801.0
Yelahanka,5716.366179741326,222,5,3894.319044906147,Furnished,No,Yes,15417.0
Electronic City,9028.766470629958,539,4,404.36032729340485,Furnished,Yes,Yes,31961.0
Kengeri,3944.846313475053,456,2,857.19830646035,Furnished,Yes,Yes,16793.0
Yelahanka,9811.311957115508,393,3,2355.750198097189,Furnished,No,Yes,24037.0
Yelahanka,7590.280480512029,491,1,4458.683489625479,Furnished,Yes,Yes,18423.0
Silk Board,5114.810467883833,501,3,2875.7977726397366,Furnished,Yes,No,34692.0
Silk Board,6440.2643711194405,463,3,4210.334254695966,Furnished,Yes,Yes,31386.0
Electronic City,1022.2417113194449,317,4,2587.8485957379667,Furnished,No,Yes,33179.0
Yelahanka,8445.215313136549,218,2,3927.2798430547296,Furnished,Yes,Yes,20131.0
Silk Board,5823.574550639659,250,4,1628.986973728126,Furnished,Yes,Yes,31622.0
Kengeri,9860.674802096019,561,2,4075.7115859381897,Furnished,Yes,Yes,10573.0
Silk Board,6364.287437528491,200,4,2008.4303528288438,Furnished,Yes,Yes,36496.0
K.R Puram,8341.11583266325,423,5,2794.1558070592805,Furnished,Yes,Yes,17216.0
K.R Puram,7997.627427952398,423,1,879.4074576508049,Furnished,Yes,Yes,21078.0
Silk Board,3454.6115146826883,570,1,4602.165120527783,Furnished,Yes,Yes,39167.0
Yelahanka,2596.1062523321166,423,1,3507.2955971863753,Furnished,Yes,No,27265.0
Yelahanka,4304.9358343151,286,5,4294.274095746894,Furnished,Yes,Yes,26143.0
Majestic,4672.413444088372,288,5,1039.314535777162,Furnished,Yes,Yes,26324.0
K.R Puram,2400.847019366439,349,1,338.4217763461822,Furnished,Yes,Yes,21612.0
Kengeri,8945.978733509719,519,1,1686.0463165550736,Furnished,Yes,Yes,13284.0
Yelahanka,5425.47862300646,470,2,2583.426954774659,Furnished,Yes,No,17691.0
Electronic City,9784.443921535696,200,2,4011.849414795176,Furnished,Yes,No,20423.0
K.R Puram,8100.177780462633,391,3,1988.6320775304416,Furnished,Yes,Yes,25746.0
Kengeri,5557.04860391946,473,4,1349.791624505291,Furnished,Yes,No,17187.0
Kengeri,9470.402781443592,314,2,1862.7255620769024,Furnished,Yes,Yes,18736.0
Yelahanka,5048.748150953071,200,2,3518.0370523057786,Semi-furnished,Yes,Yes,24422.0
Kengeri,8871.065125186704,320,2,1681.090484755085,Semi-furnished,Yes,Yes,22084.0
Yelahanka,3581.447811958055,200,2,4895.828131775708,Semi-furnished,Yes,Yes,21614.0
Silk Board,3786.4238340409406,200,5,874.8954436036981,Furnished,Yes,Yes,34655.0
K.R Puram,4181.306829709311,509,3,3765.480623170013,Furnished,Yes,No,16333.0
Majestic,5466.256459432461,728,2,2945.8180619121163,Semi-furnished,Yes,Yes,22621.0
Silk Board,5534.902701988241,554,4,1165.4780007827087,Furnished,Yes,Yes,30350.0
K.R Puram,4963.989216770842,200,2,3768.068185703393,Furnished,Yes,No,25864.0
Yelahanka,3060.009735831675,324,5,2237.701052789256,Furnished,Yes,Yes,14473.0
K.R Puram,9272.06464790831,261,1,3411.9913777151014,Not furnished,No,No,29364.0
Yelahanka,5885.860973492543,200,1,3311.2862258232108,Not furnished,No,Yes,20366.0
Silk Board,4077.392161915949,419,3,553.2171662403313,Furnished,Yes,Yes,24014.0
Electronic City,6511.769607436182,322,1,4199.915124308736,Not furnished,No,No,26459.0
Electronic City,7679.667578098051,200,2,3407.374531891595,Furnished,Yes,No,30389.0
K.R Puram,9607.28088228243,200,5,3902.9335631833233,Furnished,Yes,Yes,28376.0
Electronic City,4995.491622675826,258,3,2238.8291748203437,Not furnished,No,Yes,16592.0
Yelahanka,1120.985103507588,351,2,975.3086085139828,Semi-furnished,Yes,Yes,17822.0
Kengeri,4407.658014365413,332,1,1631.0676187366573,Furnished,Yes,Yes,12720.0
Yelahanka,4789.705614534714,509,4,4507.34614197128,Semi-furnished,Yes,Yes,18926.0
Kengeri,8969.94078185674,400,2,4690.093009257142,Furnished,Yes,Yes,21666.0
Silk Board,3948.007684629531,298,4,2409.331992636439,Furnished,Yes,Yes,32927.0
Majestic,9533.242648871385,227,4,1493.9778757469708,Not furnished,Yes,No,35734.0
Kengeri,4851.319077143348,200,3,3651.5556205424887,Not furnished,No,No,23285.0
Electronic City,9737.805009789288,200,5,3829.965051331375,Furnished,Yes,Yes,33800.0
Yelahanka,81.98321130962194,553,1,4077.331487034572,Furnished,Yes,Yes,24665.0
Silk Board,8988.153748063467,479,1,155.41905361247998,Furnished,No,Yes,37282.0
Electronic City,9311.204519433508,393,2,48.669361983165736,Semi-furnished,Yes,Yes,19086.0
Silk Board,9610.209357652133,275,1,1785.7781414092626,Furnished,Yes,Yes,33663.0
Majestic,130.76534174614852,536,3,762.483088882549,Not furnished,Yes,Yes,28792.0
Yelahanka,1717.0083655030899,200,1,4024.9092925705722,Furnished,Yes,Yes,21518.0
K.R Puram,6537.645030932362,200,2,2664.2192678932115,Furnished,No,Yes,17528.0
Yelahanka,254.72691735107134,335,1,4126.740631808989,Semi-furnished,Yes,Yes,20215.0
Majestic,636.0899617650073,200,5,884.5653837206758,Furnished,Yes,Yes,23145.0
Yelahanka,2210.7887369344194,200,4,3136.113544309139,Furnished,Yes,Yes,28130.0
K.R Puram,5124.397687438842,314,4,2900.860454176366,Furnished,Yes,Yes,30794.0
Kengeri,5459.025592668076,280,4,1701.8915041963423,Furnished,Yes,No,18390.0
Silk Board,342.61122793504353,201,5,2585.4065027888073,Furnished,Yes,Yes,26701.0
K.R Puram,1703.6725078153115,655,3,2945.137685623593,Semi-furnished,Yes,Yes,23704.0
Electronic City,4997.056733346553,554,2,4447.439022679107,Furnished,Yes,Yes,25369.0
Majestic,5939.4062094340525,607,5,278.1919237809199,Furnished,No,Yes,27786.0
Kengeri,1484.0169648621538,335,2,4116.869334123803,Semi-furnished,Yes,Yes,21311.0
Electronic City,3988.4141194697063,276,3,4900.781946404737,Furnished,Yes,Yes,28450.0
Electronic City,9044.014365169523,590,5,3658.8752905431625,Furnished,Yes,Yes,31466.0
Majestic,9988.99287046172,362,1,3686.734911303952,Furnished,Yes,Yes,30680.0
Kengeri,9872.144548311413,200,3,1089.8714872004805,Furnished,Yes,Yes,20689.0
Electronic City,8816.745102868725,201,4,2615.366404745686,Furnished,Yes,No,33427.0
Electronic City,3946.6008794994577,301,5,3529.7016009163267,Furnished,Yes,Yes,29052.0
Kengeri,6865.742920747842,346,3,3011.405021764601,Furnished,Yes,Yes,13094.0
Yelahanka,4165.922277841987,362,3,1925.6580355839042,Furnished,Yes,No,23268.0
Electronic City,6485.270268242029,322,5,4700.592050278775,Furnished,Yes,Yes,18642.0
Silk Board,3094.324709694832,700,4,2569.9337069393673,Furnished,Yes,Yes,30355.0
Kengeri,6062.02253610332,200,4,4849.379327177642,Semi-furnished,Yes,Yes,21593.0
Electronic City,5237.584965528499,450,3,2819.3784075121152,Furnished,No,Yes,16704.0
Majestic,244.80265813199952,278,2,3966.917233414638,Furnished,Yes,Yes,29106.0
K.R Puram,7907.029037461138,344,3,3710.1155157691014,Furnished,Yes,Yes,25920.0
Silk Board,118.97832245155615,491,5,3304.118875964633,Furnished,Yes,Yes,32976.0
K.R Puram,2931.559422533018,200,5,72.30422876905452,Furnished,Yes,Yes,16930.0
K.R Puram,59.2406545400237,208,5,387.14575250152484,Furnished,No,Yes,18062.0
Electronic City,3762.014132951982,329,4,2907.4214410232084,Not furnished,No,Yes,18121.0
Silk Board,631.605281641393,571,1,4558.907108676417,Furnished,Yes,Yes,30759.0
